城市,省份,年份,单位面积建材碳排放（kgco2/m2),施工面积(万平方米),建筑面积(万平方米),电力消费量（亿千瓦小时）,电网因子（kgco2/kwh),人均地区生产总值(元）,第三产业比重,总人口（万人）,城镇化率,能源结构,气候区,co2总量（万吨）,经度,纬度
烟台市,山东省,2003,197.8358267,1656.147185,58830.16712,77082.04629,1.01347323,20221.0,0.3533,645.82,0.349493667,0.24656931,2,1305.684407,121.4425255,37.461928
延安市,陕西省,2003,92.96349322,261.3046891,7253.262281,11171.56658,1.092003628,7026.0,0.2441,205.61,0.245318807,0.289163497,2,112.2218706,109.4873978,36.602796
盐城市,江苏省,2003,681.5071868,184.3280041,9134.852903,24799.0436,0.72352677,9330.0,0.3135,796.51,0.338501714,0.4399012,3,589.5516031,120.1577019,33.349559
扬州市,江苏省,2003,681.5071868,349.2503337,17308.00721,33305.60161,0.72352677,14290.0,0.3733,453.61,0.376049911,0.4399012,3,1117.036422,119.4077658,32.3968554
阳江市,广东省,2003,262.7160372,94.55152096,6989.771251,23806.59047,0.749901451,8994.0,0.3229,259.53,0.32092629,0.471787991,4,132.268577,111.7831393,22.0958223
阳泉市,山西省,2003,284.4933059,607.2255986,23045.19136,12734.63275,0.959278584,9785.0,0.3755,125.68,0.489815404,0.253752953,2,427.5874596,113.5740284,37.8563328
伊春市,黑龙江省,2003,185.940308,30.22638315,5354.220481,10049.9957,0.870811434,7150.0,0.3301,130.03,0.859109436,0.246727424,1,95.21123797,129.1847514,47.9433709
宜宾市,四川省,2003,143.1728513,256.0387539,13527.31135,19438.80022,0.388667876,5665.0,0.3103,515.01,0.168870507,0.294547525,3,256.7487385,104.718661,28.58689
宜昌市,湖北省,2003,287.1870369,404.5697813,18224.85186,42120.43928,0.426811434,11891.0,0.3194,396.89,0.315024314,0.250806565,3,456.0287876,111.2803512,30.6941332
宜春市,江西省,2003,120.3188113,52.24977143,9030.936011,12568.75957,1.045132575,4754.0,0.3206,522.27,0.241197082,0.293293583,3,183.3168058,115.0153957,28.3803015
益阳市,湖南省,2003,504.9937052,127.1429378,7308.372729,32409.83148,0.639434301,5261.0,0.4654,456.51,0.180762743,0.322419047,3,403.478141,112.056694,28.438707
银川市,宁夏回族自治区,2003,230.1357632,702.9721775,39831.52978,78158.36462,0.913590018,11788.0,0.4339,133.01,0.595443952,0.368175075,2,724.9957939,106.2261926,38.4852037
鹰潭市,江西省,2003,120.3188113,21.27534727,3677.265843,6233.26766,1.045132575,7491.0,0.3688,109.97,0.275347822,0.293293583,3,74.64393807,117.1143221,28.2378405
营口市,辽宁省,2003,263.6978656,228.1929142,13747.81163,70102.45381,0.97644646,11074.0,0.3561,229.2,0.428446771,0.266160092,1,241.6953241,122.2357736,40.6747155
永州市,湖南省,2003,504.9937052,40.86105419,2348.756599,41506.00069,0.639434301,4924.0,0.4218,570.65,0.149478665,0.322419047,3,129.6693507,111.6979977,25.781344
榆林市,陕西省,2003,92.96349322,195.4793801,5426.091736,58918.03878,1.092003628,3987.0,0.2901,348.21,0.158295282,0.289163497,2,83.95203995,109.7290052,38.2851459
玉林市,广西壮族自治区,2003,281.7464121,32.22359776,3322.2879,20079.75563,0.471565699,4160.0,0.3037,589.55,0.116851836,0.390249571,4,139.9476388,110.2143149,22.4199189
玉溪市,云南省,2003,106.8565899,207.061277,8482.035703,9075.85365,0.653315062,13893.0,0.2341,206.88,0.174400619,0.287976794,5,164.4759736,102.527044,24.3511487
岳阳市,湖南省,2003,504.9937052,190.6870641,10960.9874,56643.29127,0.639434301,9400.0,0.3609,527.83,0.223272645,0.322419047,3,605.130442,113.348653,29.060703
云浮市,广东省,2003,262.7160372,26.17470433,1934.978877,13345.6773,0.749901451,8236.0,0.3071,261.28,0.373660441,0.471787991,4,36.61591967,111.8078586,22.8546663
运城市,山西省,2003,284.4933059,701.8244512,26635.37048,16949.34461,0.959278584,5985.0,0.2695,487.78,0.163208824,0.253752953,2,494.2007301,111.002141,35.027637
枣庄市,山东省,2003,197.8358267,343.2435854,12192.80368,25399.23936,1.01347323,10558.0,0.3141,363.76,0.319331427,0.24656931,2,270.6086763,117.3178922,34.8108822
湛江市,广东省,2003,262.7160372,96.44477378,7129.730969,57337.09306,0.749901451,8389.0,0.36,713.94,0.261072359,0.471787991,4,134.9170575,110.3548318,21.2737079
张家界市,湖南省,2003,504.9937052,67.38173605,3873.206415,7066.6546,0.639434301,5213.0,0.5599,157.43,0.169027504,0.322419047,3,213.8306545,110.530142,29.373828
张家口市,河北省,2003,120.412456,358.343037,38237.97554,19648.42333,0.965733575,7102.0,0.3989,450.41,0.306320908,0.283105666,2,526.7142691,114.8782861,40.8171433
张掖市,甘肃省,2003,168.6895371,177.2663747,7181.059393,8173.66291,0.707590018,6589.0,0.3205,126.81,0.239886444,0.287233703,2,127.4911676,99.924947,39.121833
漳州市,福建省,2003,166.1966506,179.86961,12637.12034,62946.30722,0.545799274,12973.0,0.3965,453.93,0.27733351,0.391815503,3,221.4021961,117.4524304,24.2388257
长春市,吉林省,2003,544.3808463,56596.5801,221715.0142,167361.0894,0.499334576,18705.0,0.4114,718.23,0.435863164,0.203103645,1,7053.183421,125.3180998,43.8844201
长沙市,湖南省,2003,504.9937052,1971.15945,113305.2942,184533.621,0.639434301,14810.0,0.4869,601.76,0.342046663,0.322419047,3,6255.319913,113.2384362,28.1450774
长治市,山西省,2003,284.4933059,648.6804762,24618.47086,6638.35707,0.959278584,8012.0,0.2924,316.78,0.266904476,0.253752953,2,456.7785639,113.0992929,36.1830167
昭通市,云南省,2003,106.8565899,94.79770607,3883.282954,1344.8268,0.653315062,2370.0,0.4096,507.27,0.077236974,0.287976794,5,75.30111486,103.7146923,27.3417508
肇庆市,广东省,2003,262.7160372,138.7512717,10257.26123,22774.0339,0.749901451,11907.0,0.376,392.65,0.248516491,0.471787991,4,194.0998208,112.4603629,23.0501661
镇江市,江苏省,2003,681.5071868,257.3326188,12752.78616,46129.05873,0.72352677,23995.0,0.3745,267.19,0.439687114,0.4399012,3,823.0483407,119.4200069,32.1891959
郑州市,河南省,2003,109.7335197,1297.155009,162232.4971,153045.8117,0.937551088,17063.0,0.4368,661.07,0.377751222,0.299209754,2,2870.079681,113.619321,34.7472531
中山市,广东省,2003,262.7160372,437.2252311,32322.10672,155672.8098,0.749901451,36614.0,0.3156,137.86,0.426229508,0.471787991,4,611.6364768,113.3872302,22.5197073
重庆,,2003,400.6233543,10339.346,82533.59911,245.0266,0.757212885,7362.81,0.37466676,2690.88,0.399815417,0.233829424,3,4992.056209,106.33,29.35
舟山市,浙江省,2003,1185.636992,117.7627501,6717.436752,32458.26698,0.732733575,17679.0,0.3955,97.12,0.345860791,0.336209045,3,426.4268799,122.2030363,29.9873344
周口市,河南省,2003,109.7335197,111.6210335,13960.21206,9198.69057,0.937551088,3817.0,0.2663,1074.68,0.110200246,0.299209754,3,246.9722263,114.911944,33.808333
珠海市,广东省,2003,262.7160372,326.7447951,24154.78199,89703.18651,0.749901451,58924.0,0.3982,82.02,1.0,0.471787991,4,457.084864,113.5721327,22.273734
株洲市,湖南省,2003,504.9937052,296.9579727,17069.60361,31839.72282,0.639434301,10707.0,0.3776,373.6,0.265819058,0.322419047,3,942.3728355,113.55087,27.049812
驻马店市,河南省,2003,109.7335197,44.83006723,5606.803894,9455.75667,0.937551088,4197.0,0.294,826.31,0.114908448,0.299209754,3,99.19081698,114.0164565,33.0115818
资阳市,四川省,2003,143.1728513,107.0214402,5654.270383,9520.48495,0.388667876,3986.0,0.3179,487.57,0.126238284,0.294547525,3,107.3182061,105.1336656,30.0928618
淄博市,山东省,2003,197.8358267,839.0960221,29806.62569,132336.1175,1.01347323,24319.0,0.341,413.14,0.441908312,0.24656931,2,661.5321406,118.0488401,36.8129564
自贡市,四川省,2003,143.1728513,233.2673586,12324.22881,8416.59074,0.388667876,6388.0,0.3839,315.3,0.237361243,0.294547525,3,233.914199,104.6928392,29.2995746
遵义市,贵州省,2003,130.3697131,697.5877287,64413.73236,72586.33158,1.00033938,4207.0,0.3256,713.42,0.153065515,0.214686715,3,916.2739447,106.9155974,27.6912954
